Vernier Format 2
Untitled.cmbl 01/04/2022 09:39:07 .
Latest
Time	Position 1	Velocity 1	Acceleration 1	Position 2	Velocity 2	Acceleration 2
t	x 1	v 1	acc 1	x 2	v 2	acc 2
s	m	m/s	m/s²	m	m/s	m/s²

2.85	0.176645	0.0008575	-0.0107981481481	0.5719525	0.00752694444444	0.0109040123457
2.9	0.176645	-0.00123861111111	-0.00561080246913	0.5726385	0.00543083333333	-0.0193202160494
2.95	0.176302	-9.52777777778E-005	0.00741049382716	0.572467	0.00352527777778	-0.0145033950617
3	0.176645	0.00114333333333	-0.00449922839506	0.57281	0.0042875	-0.0123861111111
3.05	0.176645	-0.00123861111111	-0.00682824074074	0.5729815	0.00362055555556	-0.0289538580247
3.1	0.176302	-0.000285833333333	0.00269953703704	0.5733245	0.000666944444444	-0.0327649691358
3.15	0.176645	0.000190555555556	-0.00439336419753	0.5729815	-0.00133388888889	-0.00751635802469
3.2	0.1764735	-0.00152444444444	0.00179969135802	0.5729815	0.000476388888889	0.0103217592593
3.25	0.176302	-9.52777777777E-005	0.0132859567901	0.573153	0.000571666666667	0.0115921296296
3.3	0.1764735	0.000952777777778	0.00571666666667	0.5729815	0.00161972222222	0.00926311728395
3.35	0.1764735	0.0008575	-0.00763280864197	0.5733245	0.00219138888889	-0.0056637345679
3.4	0.176645	-0.000666944444444	-0.0080774382716	0.5733245	0.000666944444445	-0.0130212962963
3.45	0.176302	-0.000666944444444	0.0023925308642	0.5733245	0.000190555555556	-0.00788688271605
3.5	0.1764735	0.001029	-0.0111792592593	0.5733245	0	-0.00352527777778
3.55	0.176645	-0.00114333333333	-0.0353427623457	0.5733245	0	-0.000979243827161
3.6	0.176302	-0.00400166666667	-0.0490574691358	0.5733245	0	-0.000211728395062
