Vernier Format 2
Untitled.cmbl 01/04/2022 09:39:42 .
Latest
Time	Position 1	Velocity 1	Acceleration 1	Position 2	Velocity 2	Acceleration 2
t	x 1	v 1	acc 1	x 2	v 2	acc 2
s	m	m/s	m/s²	m	m/s	m/s²

0.05	0.294294	0.000952777777778	0.00810919753086	0.1720145	0.0112427777778	0.136660092593
0.1	0.294294	0.00161972222222	0.000148209876543	0.172529	0.0126243055556	0.400785972222
0.15	0.2944655	0.00182933333333	-0.0124178703704	0.1730435	0.0278973333333	0.966608935185
0.2	0.294637	-0.000381111111111	-0.0136988271605	0.1744155	0.0718394444444	2.11989350309
0.25	0.294294	-0.000571666666667	-0.0041075308642	0.174587	0.2306675	3.36876285494
0.3	0.2944655	0.00114333333333	-0.0534720061728	0.1932805	0.468480833333	3.36485117284
0.35	0.294637	-0.000666944444444	-0.283610185185	0.2251795	0.63455	1.9081492284
0.4	0.294294	-0.012005	-0.881054783951	0.2615375	0.686666944444	-0.202888734568
0.45	0.2944655	-0.0586911111111	-1.98341867284	0.2996105	0.605204444444	-2.06758070988
0.5	0.2944655	-0.218186111111	-2.82419212963	0.327222	0.419222222222	-2.63877098765
0.55	0.2742285	-0.406264444444	-2.36542962963	0.338884	0.277353611111	-1.86580354938
0.6	0.2485035	-0.496587777778	-0.942932407407	0.3503745	0.225427222222	-0.810972685185
0.65	0.2214065	-0.502304444444	0.670808487654	0.359807	0.219138888889	-0.145404475309
0.7	0.195853	-0.433323333333	2.24093333333	0.371812	0.230572222222	0.0774925925926
0.75	0.171843	-0.246197777778	3.02057021605	0.3833025	0.235336111111	0.0656358024691
0.8	0.1713285	-0.0603108333333	2.3750632716	0.395479	0.237241666667	0.0122802469136
0.85	0.171843	0.0136247222222	1.19377762346	0.407141	0.235621944444	-0.033611882716
0.9	0.1747585	0.0355386111111	0.359408950617	0.4189745	0.2340975	-0.0735226851852
0.95	0.1761305	0.0278211111111	-0.0255132716049	0.430808	0.228095	-0.0966010802469
1	0.176645	0.0307747222222	-0.245552006173	0.4419555	0.220091666667	-0.0389050925926
1.05	0.1812755	-0.000285833333333	-0.335377777778	0.4522455	0.222187777778	0.0545729938272
1.1	0.1761305	-0.0216280555556	-0.0868615740741	0.4639075	0.229714722222	0.0759046296296
1.15	0.1768165	-0.00390638888889	0.0854853395062	0.4755695	0.231906111111	0.0520322530864
1.2	0.1768165	-0.00133388888889	0.0576959876543	0.48706	0.234288055556	0.0305947530864
1.25	0.1768165	0.000381111111111	0.0254603395062	0.499065	0.234669166667	0.0177851851852
1.3	0.1768165	0	0.00322885802469	0.5105555	0.235145555556	0.0229195987654
1.35	0.1768165	9.52777777778E-005	-0.000846913580248	0.5225605	0.236098333333	0.0274188271605
1.4	0.1768165	0.000190555555555	-0.0108510802469	0.5338795	0.241433888889	-0.0678589506173
1.45	0.1768165	-9.52777777781E-005	-0.0317592592593	0.5469135	0.238861388889	-0.374071141975
1.5	0.176988	-0.00314416666667	-0.0427691358025	0.5585755	0.214470277778	-0.864539969136
1.55	0.176645	-0.00800333333333	0.00931604938272	0.570409	0.149681388889	-1.26110725309
1.6	0.175616	-0.00285833333333	0.0696586419753	0.5746965	0.0637408333333	-1.16847608025
1.65	0.176302	0.00343	0.0499679012346	0.5746965	0.0156255555556	-0.714583333333
1.7	0.176302	0.00381111111111	-0.00280540123457	0.574868	-0.00228666666667	-0.315634104938
1.75	0.1768165	0.00152444444444	-0.0308064814815	0.574182	-0.00762222222222	-0.0790805555556
1.8	0.1764735	-0.00181027777778	-0.0111157407407	0.573839	-0.00562138888889	0.0311770061728
1.85	0.176302	0.000952777777778	0.00471095679012	0.573496	-0.00114333333333	0.0547847222222
1.9	0.1768165	-0.000285833333333	0.00164089506173	0.573839	0.001715	0.0340882716049
1.95	0.1761305	0.0008575	0.00142916666667	0.573839	0.00142916666667	0.0215962962963
2	0.176988	0.000571666666667	-0.012174382716	0.573839	0.00314416666667	0.0215433641975
2.05	0.176302	-0.00181027777778	-0.00169382716049	0.574182	0.0042875	0.0118567901235
2.1	0.1764735	0.00133388888889	-0.00545200617284	0.5743535	0.00409694444444	0.00545200617284
2.15	0.1768165	-0.00181027777778	-0.0175205246914	0.574525	0.00476388888889	-0.00179969135803
2.2	0.1761305	-0.00219138888889	-0.000317592592592	0.574868	0.00447805555556	-0.018049845679
2.25	0.1764735	-0.000666944444444	-0.0012174382716	0.5750395	0.00295361111111	-0.0326061728395
2.3	0.176302	-0.00266777777778	0.00365231481481	0.575211	0.000476388888889	-0.0320768518518
2.35	0.175959	-0.000666944444444	0.0121214506173	0.5750395	-0.00104805555556	-0.0151385802469
2.4	0.176302	-6.16911036144E-017	-0.00195848765432	0.5750395	-0.00114333333333	0.0042875
2.45	0.1761305	-0.00181027777778	0.000370524691358	0.574868	-9.52777777778E-005	0.0138152777778
2.5	0.175959	-0.000952777777778	0.0167794753086	0.5750395	0.000952777777777	0.00921018518518
2.55	0.175959	0.000952777777778	0.0150856481481	0.5750395	0.000666944444444	0.00492268518519
2.6	0.1761305	0.001715	-0.00587546296296	0.5750395	0.00133388888889	0.00174675925926
2.65	0.176302	-0.000476388888889	-0.0142069753086	0.575211	0.00123861111111	-0.00729404320988
2.7	0.175959	-0.0008575	-0.00255132716049	0.575211	0.000285833333333	-0.00925782407407
2.75	0.1761305	0.000190555555556	-0.0037899382716	0.575211	-9.52777777777E-005	-0.00188967592592
2.8	0.1761305	-0.00108616666667	-0.00717759259259	0.575211	-0.000457333333333	0.01586375
2.85	0.175959	-0.00123861111111	-0.000418163580247	0.5750395	0.00138152777778	0.0360308796296
2.9	0.175959	-0.000762222222222	0.00478506172839	0.5753825	0.00419222222222	0.0483693518519
